productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3
B000052WO0,"Bayer Aspirin Pain Reliever/ Fever Reducer, Adult Low Strength Regimen, 120-Count Tablets",unknown,0/0,4.0,957916800,I thought the product was like any other of the Advil-type products that are out on the market now. I liked taking the smaller pills.,health personal care,health care,pain relievers
B000052ZC3,"Almay Moisture Tint Sports Formula Makeup, Medium - .9 fl oz",unknown,4/4,4.0,958435200,"This is a very light and sheer foundation. I liked the way it went on my skin, and especially liked the fact that I didn't need to use a daytime moisturizer. While the color looked a little darker in the tube than what I normally use, it looked fine on my face -- mostly because of the sheerness. This compares to the Clinique's Workout makeup, just a little lighter coverage. It lasts all day, feels great, and makes you look like you're not wearing anything.",beauty,makeup,face
B0000532OV,EZY Dose Tablet Cutter - 1 ea,unknown,2/2,2.0,958608000,"I wouldn't recommend this to anyone. I tried several different sizes of tablets, pills, and vitamins -- everything I had in the house. It just crushed everything into powder. The instructions were no help at all. I couldn't figure out which direction the tablets should go in. I tried every way and no results. This product isn't worth the money.",health personal care,health care,pill cases splitters
B000053498,La Cross Safety Tip Scissors,unknown,2/2,4.0,958694400,"I wanted to Test Drive the Safety Tip Scissors to trim my own toenails, since I usually endure pain and suffering using standard nail scissors or clippers for this task. I'm very happy to say that by using the Safety Tip Scissors, I was able to trim my toenails, which tend to grow sideways as well as lengthwise, without nicking or gouging the cuticles at all. I'm not sure about their usefulness for facial hair or for children's much smaller nails, but they definitely get a thumbs -- or toes -- up from me.",beauty,hair care,styling tools
B00000J0AD,Lamaze Rolly Cow,unknown,11/11,5.0,958780800,"When I first bought this toy for my son he found it amusing but didn't pay much attention to it-until now. Back then he was 6 months old but now that he's almost a year old he's facinated with it. He will roll the cow around and then roll around with it. He finds this absolutely hilarious! He's learning cause and effect and is imitating the actions he's seeing the cow make. The toy is extremely durable (Lamaze quality is wonderful). I wish it had been a couple of dollars less expensive but considering the fun my son is having all of a sudden I won't complain too much. It's also a nice, visually stimulating toy.",toys games,baby toddler toys,unknown
B000052YAI,"Reach Dental Floss, Waxed, Mint 200 yds",unknown,2/2,4.0,958867200,Great product! It has a great light mint flavor. Would highly recommend. It glides smoothly between your teeth.,health personal care,personal care,oral hygiene
B000052XPL,Cortaid Intensive Therapy Moisturizing Cream - 2 oz,unknown,0/0,5.0,959126400,I used Cortaid Intensive Therapy Cream to treat a bout of contact dermatitis. I sometimes get a rash under my rings and have never found a great over-the-counter treatment -- until now. I was sooo surprised at how well this took care of the rash. I felt relief instantly and within a few hours the rash was gone. Will definitely continue using this product.,health personal care,health care,first aid
B0000534I6,"Halls Defense Multi-Blend Supplement Drops, Harvest Cherry - 25 ea",unknown,0/0,4.0,959212800,"These drops taste great, and really helped my allergy-induced sore throat. I'd buy them from drugstore.com again.",health personal care,nutrition wellness,vitamins supplements
B00000GBX8,Hoberman Expanding Mini Sphere Toy,unknown,5/6,5.0,959299200,"Basically, the baby Hoberman sphere is quite versatile. It is a great way to perk up office life or entertain a small child. When you are up to your knees in work, just grab a colorful, hard to miss interlocking sphere and let the fun carry on. It is also great for travel because of its compactness, and with the parts included it makes a great mobile. Most importantly, it creates a fabulous conversation piece.",toys games,novelty gag toys,toy balls
B0000536XU,"Slim Fast Meal On-The-Go Bar, Oatmeal Raisin 6 ea",unknown,0/0,5.0,959472000,I love this product. It has a great taste. The packaging seems to keep the bars fresh. They are very delicious. I look forward to buying this item.,health personal care,nutrition wellness,nutrition bars drinks
B0000532QA,"Consumers Choice Systems UTI Home Screening Test Kit, Test for Urinary Tract Infections at Home - 6 ea",unknown,0/0,4.0,959558400,"Well, luckily, I didn't have to use this product during the test period. I have problems with recurrent UTIs so this is a great product to have on hand. It seems easy to use and gives quick results. I recommended it.",health personal care,medical supplies equipment,tests
B00001WRP8,"Warhammer 40,000",unknown,0/2,5.0,959644800,"This game is one of the most fun I have ever played, yet it is very expensive.exelent hobby to get into, I play it alot.",toys games,games,unknown
B00005360J,Neutrogena Body Clear Body,unknown,16/18,5.0,959904000,"We tested the product on two types of skin -- oily, breakout-prone and normal. This is a great soap for people who suffer from breakouts on their body. The soap takes oils away from your skin, which prevents acne breakouts. On the other hand, it isn't good for people without that kind of skin problem. For these people, it leaves their skin feeling dry. The soap has a very nice, non-intrusive smell. The microbeads rub dead cells off your skin. Overall, great soap if used for its purpose!",beauty,bath body,scrubs body treatments
B00005360J,Neutrogena Body Clear Body,unknown,0/0,4.0,959904000,"I love Neutrogena products, but I don't think I'd buy this one again. My skin felt cleaner but didn't look any better. Overall I found nothing I didn't like about this product. It just did nothing better for my skin that my regular soap does.",beauty,bath body,scrubs body treatments
B0000536EW,"Aveeno Anti-Itch Concentrated Lotion, 4-Ounce Bottle",unknown,0/0,4.0,960076800,"Aveeno Anti-Itch Concentrated Lotion was a good product. It worked really well on my insect bites. It also did a good job of drying up poison ivy, but it didn't take the itch away. I'd use this product again.",beauty,skin care,body
B00000IT14,Pooh Sing 'N Giggle Pooh,unknown,13/13,5.0,960076800,"I am a teenager, and I still love it so much. I bought it the other week and it just brightens my day! It is so cute! And I love it when it sings his up down song!",toys games,baby toddler toys,music sound
B00000IZH3,Wadjet,unknown,4/8,5.0,960163200,"WADJET HAS BEEN ONE OF THE MOST ENTERTAINING GAMES AND EDUCATIONAL I HAVE COME ACROSS IN YEARS. HOURS OF FUN FOR FRIENDS AND FAMILY. I HIGHLY RECOMEND THIS GENUINELY ORIGINAL GAME, TO ALL.",toys games,games,board games
B000052YVQ,"Nature's Bounty Liquid Calcium with Vitamins A and D, 100 Softgels",unknown,0/0,5.0,960681600,I've been taking calcium for quite a while and really prefer these over the brand I was taking. These were smaller and easier to swallow. They also had more calcium per tablet so I didn't have to take as many. They actually saved me money and I'd definitely recommend these to anyone taking calcium on a daily basis.,health personal care,nutrition wellness,vitamins supplements
B00004OCL0,OXO Good Grips Sponge Brush Refill,AM06BG3L9C4B3,2/2,5.0,960768000,"we got this as a gift about 3 months ago. i use it everyday, all the time. it works great for cleaning off dishes to go into the dishwasher. i was worried it would use to much dish soap. we have only filled it three times. i take the sponge off, and throw it in the dishwasher to sanitize it. i have been using this product daily for 3 monthes now, and it is just now needing to be replaced. i would highly reccommend this product. i can think of nothing negative to say about it.",health personal care,household supplies,cleaning tools
B00003IE4J,Technuity Energizer AA-Size Battery Pack - Alkaline - 1.5V DC,A386RADRZ1PLVJ,3/3,5.0,960854400,I have used these batteries before and are really great. I have used them continuously for 3 weeks.... around 7-8 hours a day. They work just great. I am right now on amazon.com to buy these again....,health personal care,household supplies,unknown
B00000JBLA,Wooden Farm Hide & Seek 9-piece Peg Puzzle,unknown,23/23,4.0,960854400,"This puzzle is well worth buying as it is quite difficult for the Under 2's but not impossible. Some of the shapes are difficult to fit as the top and bottom of the pictures look similar, such as the red barn door and the green bushes. However, this is actually a good thing as it keeps my 21 month old daughter coming back to it over and over again. She has now worked it out and gets great satisfaction when she completes it. A great first puzzle to buy as it has the pictures underneath, if you're looking for a toy/gift that will be used over and over again.",toys games,puzzles,pegged puzzles
B000042JZ8,LEGO 7104 STAR WARS DESERT SKIFF,unknown,0/0,5.0,961027200,"finally we see the han solo lego, and well this little set is great for the price. for a few bucks u get a cool little skiff as well as a luke and a han solo... lego as always is great!",toys games,building toys,building sets
B00004SCWA,Little Tikes Deluxe Cozy Convertible Car,unknown,8/8,5.0,961200000,"My daughter almost 1 and almost 2 can't get enough of this car. I even bring it inside the house when we can't go out. They are constantly wanting to go for a ride. Lately, we have taken it on our 1 mile walk. The only thing I wish it had is a jump seat in the back. We make do my adding a small pillow. This way they both get to ride in the car. It's as easy to push as a stroller. The tires do make some noise on the asphalt but are much quieter on cement.",toys games,tricycles,scooters wagons
B0000532QM,"Tom's of Maine Natural Toothpaste for Children, Silly Strawberry 3.5 oz",unknown,0/0,4.0,961286400,"Overall this product was good. It had a very sweet flavor my son liked a lot. I'd be concerned that small children might think it's something to eat. I tried using it also, but my teeth did not feel as clean as they do with other kinds of toothpaste. I did like it better than some other children's toothpastes I've tried.",health personal care,baby child care,personal care
B00000IWEX,Beyond Balderdash,unknown,13/13,5.0,962064000,"I bought BEYOND BALDERDASH for my husband's birthday. We played it for six hours, into the wee hours of the night. Since then, we've more than gotten our money's worth out of this game (the price is really good for a fancy party game, by the way), and have had dozens of fun game nights showcasing this game.BEYOND BALDERDASH is a great ice-breaking game, and I'd recommend it to those who like word games and using creativity in gaming.",toys games,action toy figures,figures
B00000GBQL,Wise and Otherwise,unknown,9/9,5.0,962064000,"Being a word-game enthusiast, I eagerly awaited the arrival of Wise and Otherwise. It was everything I hoped it would be, but I have one complaint",toys games,games,board games
B0000533CI,Leight Sleepers Ear Plugs - 5 pr,unknown,1/1,4.0,962236800,These ear plugs were very comfortable and reduced noise significantly. I also like the carrying case provided to keep them clean.,health personal care,health care,unknown
B00005351Z,Medi-Jector Vision Needle-Free Insulin Injection System - 1 ea,unknown,0/0,3.0,962582400,"I liked the opportunity to Test Drive this product. I, however, found this to be somewhat complicated to use. It comes with an instructional video that helped somewhat, but it took quite some getting used to compared with the traditional needle injection. I plan on practicing and using it more.",health personal care,health care,diabetes
B00000IWD7,Game of Life,unknown,1/7,5.0,962582400,"I like this game. I think it is a pretty fun game to play. I like the newer version better than the old one. I think it also has a little (not a lot) of educational experience in it too. It is simple and to the point, which I like even more!",toys games,games,board games
B0000532U8,Prescriptive Formulas Women's Optimal Vitamin Packs 30 Packets,unknown,3/3,3.0,962668800,"I liked that these vitamins are designed with women in mind and come prepackaged in daily packets. That way, there's only one box of vitamins instead of several. The only problem I had was that when I took the entire packet (with a meal), I became nauseous. I remedied that problem by dividing the packet and took them with lunch and dinner. I'd recommend these vitamins to a friend.",health personal care,nutrition wellness,vitamins supplements
B00000IZPJ,Fisher Price Power Change Workshop with Power Sounds,unknown,24/24,5.0,962755200,"We got this tool box for our 2-year old son and he's loved it from the moment he saw it. He is figuring out how to screw the &quot;screws&quot; into the holes on the table top and walks around our home looking for things to &quot;fix&quot;. He also enjoys carrying the box himself and sorting out the various tools. My only gripe is that the &quot;wood&quot; included is of a softer foam material which encourages chewing, hence my 4-star rating for durability. Of course, a 2-year old is still prone to putting things in his or her mouth and this would not / should not be a problem for an older child. We are all enjoying this toy very much.",toys games,dress up pretend play,pretend play
B00000IVOZ,My First Magic Hat,unknown,15/15,5.0,962928000,This is a great little starter set for anyone who wants to get started in Magic. This set has a variety of tricks to keep both you and your audience on their toe. Some of the tricks can be performed with just a little practice. But there are some that you need to work with for a while before you present them to your audience.This set includes,toys games,novelty gag toys,magic kits accessories
B0000537AJ,"Refresh Contacts Contact Lens Comfort Drops, 0.4 Fluid Ounces (12 ml)",unknown,0/0,4.0,963187200,"I really enjoyed Test Driving Refresh Contact Lens Comfort Drops. I've had trouble with allergies this summer, and the Refresh drops really made my eyes feel better. I appreciate the fact that this product can be used with contact lenses -- no need to remove my lenses like other products suggest. Also, I can use this product right before I insert my contacts. I've already recommended this product to my friends and family.",health personal care,personal care,eye care
B00000DMD6,Spirograph,unknown,47/47,1.0,963187200,"My wife and I both enjoyed the original Spirograph 25+ years ago. The original set included many &quot;gears&quot; with pins to hold them down, and was a quality toy. It was a big deal to get a Spirograph. I took pains to keep it in good shape, and I used it for several years. What a disappointment to see the Spirograph name attached to this collection of plastic junk. We bought it for our son for his sixth birthday, expecting him to enjoy it as we had. Sorry, son, for the horrid present.",toys games,arts crafts,unknown
B000OW5WM0,Ace Instant Cold Compress 1 ea,unknown,0/0,5.0,963187200,"My mom hurt her shoulder over the weekend, and the Ace Instant Cold Compress was a great help. It was instantly cold and provided some much-needed relief to her aching area. I'd definitely use this product again -- it was fast and simple to use!",health personal care,health care,pain relievers
B00002SSST,LEGO Star Wars X-Wing Fighter (7140),unknown,16/17,5.0,963187200,"I was amazed by the beauty of Lego's X-Wing Fighter. This ship is truly the most faithful adaptation of a Star Wars craft, and is a sight to behold. In terms of realism, it easily surpasses any other spaceship in the Lego collection. The techs at Lego are also to be praised for the ship's functionality. The wings open and close using standard Lego ratchet-hinges, which allows them to lock in either position. The hatch opens easily and gives easy access. R2-D2 is also present and fits snugly in his compartment, right where he should be. There are even two cargo spaces, to store lightsabers, etc.I suppose my judgment is biased by that fact that I think the X-Wing Fighter is the most attractive spacecraft in the entire Star Wars movie series (with the possible exception of Queen Amidala's transport), but I cannot imagine a Lego enthusiast passing this up. And, hey! -- your kids will like it, too!",toys games,building toys,building sets
B0000535SC,"Pond's Clear Solutions, Pore Clarifying Astringent, Oil-Free - 7oz.",unknown,0/0,5.0,963273600,"My face felt and looked a lot cleaner and fresher after using the Pond's Clear Solutions, Pore Clarifying Astringent. I'd definitely recommend this product to others, and I'll be buying it from now on!",beauty,skin care,face
B00000IWCY,Clue,unknown,2/3,5.0,963360000,The game clue is a wonderful game for dectives. When I first played it I didn't want to stop. This game is educational for people who would like to be a detective. Clue is one of my favorite games.,toys games,games,board games
B00000J0FW,Sassy Who Loves Baby Photo Book,unknown,5/6,4.0,963792000,This is a wonderful creation that lets baby (and toddler) have their own pictures that can neither be mangled or soaked when chewed on. My son loves having pictures of familiar faces to look at when the older ones are at school. The plastic sleves and cover lend themselves to durability unlike other cloth versions on the market. Love it!,baby products,gifts,albums
B00000IWFC,Millennium Edition 2000 Monopoly Game,unknown,8/13,5.0,964137600,"This game is just like the old Monopoly games except the Millenium edition. The pieces have been modernized with a car, cell phone, and flat screen monitor. The money now is partially transparent and the game board is changes. Other than that...same game. It's very cool though.",toys games,games,board games
B00000IZPT,Fisher-Price Slumbertime Soother with Remote Control,unknown,12/12,5.0,964310400,"This is absolutely the BEST crib toy. I consider it to be a 'must have' for all babies up to age 2 (and for parents who like sleep!). We used to use the nature sounds mode to put our newborn to sleep and as he got older switched to the lights and music for interactive mode. Once he learned to turn it on by pushing the button at a very young age, we got so much more sleep! We would get up at 7am to get ready for work and hear his music playing. He would play it over and over until we went in to get. On weekends, we'd let him stay in there until 10am sometimes because he was so happy playing the music and watching the lights over and over. Now that he is out of a crib, he carries it around and bangs it against stuff... very sturdy.",toys games,baby toddler toys,crib toys attachments
B0000535EC,"Olay Value Size! Bath Bar, Sensitive Skin, Unscented, 4.75 oz - 8 ea",unknown,0/0,4.0,964828800,"I found this soap to be very soothing and pleasant to use in the shower after gardening outdoors. It wasn't the least bit irritating to my skin, and the scent was pleasant and not overwhelming like other soaps I've tried. I'll probably buy this product again, once I use up all eight bars.",beauty,bath body,cleansers
B00001WRP8,"Warhammer 40,000",unknown,3/3,5.0,965088000,"WOW! This deserves an extra star because this is an execllent game. I thought it came in metal pieces and when I found out it was plastic I got upset, But my dad told me with a little effort I could do it. Well.....My first models I painted and allready put together, they did not look like the picture. Later on they got closer and closer to the picture( I am a guy with no pacince and NO craft skill what-so-ever ).It takes a great deal of time. The game play is Superb, tatical, and FUN! It takes a couple of days to read the manuel to learn, but it is 100% Worth it! It is THE best wargame. I play other games like Magic",toys games,games,unknown
B0000537SD,Zapzyt Zapzyt Acne Treatment Gel,unknown,2/3,4.0,965520000,This products clears up acne quickly. Great product.,beauty,skin care,face
B00004TRZY,MEGA BLOKS PROBUILDER USS KITTYHAWK,unknown,7/10,5.0,966124800,This toy is reily fun.I would recomend to any who is paitant and likes blding things it evens come with 8 f-14 fighters.,toys games,building toys,building sets
B00005332C,"Tums Ultra Maximum Strength Antacid/Calcium Supplement, Spearmint - 160 ea",unknown,0/0,4.0,966211200,"This product seems little better than similar products I've tried. I think the taste is better, but there's the same residue left in your mouth after chewing it thoroughly and swallowing. It helps with acid stomach as it's advertised. I wouldn't hesitate to recommend it, but I wouldn't recommend it above others I've tried.",health personal care,health care,digestion nausea
B00001ZT4D,Mayfair The Settlers of Catan Board Game,AWGNSU9FQKXC,0/2,5.0,966211200,"I've always enjoyed board games ever since i was a little boy. This game was introduced to me one day by my brother and his friends at our house. THough they were significantly older than myself, I found the game to have an amazingly balanced quality b/w both &quot;plain flat out fun&quot; and &quot;there's a thinker...&quot;",toys games,games,board games
B0000537MN,"Amitone Antacid, Tablets - 90 ea",unknown,0/0,3.0,966643200,"These tablets claim to taste better than most other antacids and that point is true...there isn't the nasty chalky aftertaste that other antacids have. However, other than that, Amitone works the same as all the other antacids. I cannot tell any difference with Amitone over the others. So, if you're tired of the aftertaste of other antacids, try Amitone.",health personal care,health care,digestion nausea
B000052YVS,"Nature's Bounty Melatonin 3mg, 240 Tablets",unknown,0/1,4.0,966643200,The Melatonin was the perfect thing to help me get to sleep. It didn't make me too groggy in the morning and it wasn't too strong. It isn't something that I'd use every night. It helped me just get my sleep schedule back on track. I can still fall asleep the nights after I've used it.,health personal care,nutrition wellness,vitamins supplements
B00004TATT,Tekno the Robotic Puppy,unknown,21/22,5.0,966816000,I just got a Tekno last week and he is so much fun. I love the card trick and his singing is cute too. Poochi is pretty cool too.Tekno never fell apart on me. I like how he cries when he hits an object. I definitly recommend Tekno. So if you want a new toy you should get Tekno....,toys games,electronics for kids,electronic pets
B000052WTG,Pepcid AC Acid Reducer Tablets,unknown,0/0,5.0,966902400,This product worked great for me. I've been so used to just drinking Mylanta or Pepto that taking a small pill was a great change. I like that I can take it prior to eating foods that will normally upset my stomach and the upset is prevented. I can now enjoy just about any food without acid discomfort.,health personal care,health care,digestion nausea
B0000532NB,"Serenity Compact Bladder Protection, Super Plus Absorbency 24 wrapped guards",unknown,0/0,4.0,967766400,"This product is in very nice and discreet packaging. The name doesn't belie what's enclosed, which is essential when one feels the need to keep such matters as adult incontinence private. I thought the price was expensive, but the product, Serenity Pads, is a good product. It holds fluids as described on the packaging. I would suggest a stronger deodorant brand, however, to keep odors hidden.",health personal care,health care,incontinence
B00002QUO3,Madeline Talking Doll,A31O1VV8UW1EQG,31/31,4.0,967852800,"We love Madeline and got her for our 2-1/2 year old daugher last Christmas. She is very cute and her voice is very clear, however, the body is ragdoll and the head heavy plastic, so it is awkward. Also, my daughter desperately wanted to be able to take the hat off (it is attached). I have had to tie the hair back several times, as it comes loose and hangs in Madeline's face.We like the doll, but I feel my daugher would have played with it more if the hat were removable and it was a little more comfortable to snuggle with (hat is a pain).",toys games,dolls accessories,dolls
B00004TATT,Tekno the Robotic Puppy,unknown,21/37,3.0,968025600,"We got Tekno for my sister's birthday, because she thought these electronic dogs were really cool. Well, as it turns out, Tekno isn't as cool as he sounds. He's really cute and everything when you first get him, but then he gets kinda boring. He's still fun to show to my friends and stuff, but we mostly keep him on the off button. I suggest you get this if you want a toy dog, but if you want a fake dog that acts like a real one, I think that you should get one of the more expensive kinds!",toys games,electronics for kids,electronic pets
B00000J2D6,Star Wars Episode 1 Electronic Naboo Royal Starship Blockade Cruiser Playset,unknown,7/7,5.0,968112000,"Tired of flying coach to Coruscant? Nosy Imperials questioning your travel arrangements? Sith Lords taking up whole rows by using the Force to &quot;help&quot; you realize that &quot;you really don't want to sit next to them?&quot; Avoid all that hassle &amp; get your very own Royal Starship! To keep my Star Wars collecting to a sane level, I orignally limited myself to Micro Machines, but larger scale Star Wars ships inevitably found their way into my collection",toys games,action toy figures,playsets
B00000IRQX,Star Theater,A3P7VY4OYQ7V0M,54/55,1.0,968198400,"I was so excited to finally recieve it in the mail. It was easy to set up but you have to hold down the button the whole time. The tape was education, but the projection was horrible. It casts a bunch of blury shadows of stars on a nearby wall. Even in the pitch dark you couldn't read the names of the stars unless you put the globe within a foot from the wall. It was a huge disapointment.",toys games,electronics for kids,unknown
B00000IWE4,Crossfire Shoot Out Board Game,A2QRB6L1MCJ53G,15/15,5.0,968630400,"I grew up playing Crossfire, and now I've had it over 10 years, and it's still in perfect condition and its still fun to play. Me and my older brother still play it every now and then. It's not only fun for kids to play, its fun for adults too, but I would recommend it more for kids. It'll be one of their favorite things to do, if not their favorite. There's not anything that's dangerous about the game.You have two plastic guns and you use metal marbles that are a little bit bigger than a BB to shoot two items shaped like a star into your opponent's goal until somebody wins. It's pretty much a game of speed because you have to keep loading the gun with the BB's when you run out (which is pretty often). It also tests how good your aim is. If you have any kids, I'd recommend getting Crossfire, it'll be an instant classic in the house.",toys games,games,board games
B000052XKZ,"Trojan Premium Latex Condoms, Lubricated, Shared Sensation, 14 condoms",unknown,2/2,3.0,968716800,The product worked as it was supposed to. The lubrication helps to not lose the mood. The ridges weren't all that great for my wife.,health personal care,sexual wellness,safer sex
B00000IT1C,Summer in Rome Barbie,unknown,0/0,5.0,969235200,"I think this is one of the nicest in the 'City Seasons' collection. Very sharp outfit; I like the 'straw' bag, the bandana, and the gold hoop earrings. Definately recommend!",toys games,dolls accessories,dolls
B0000532AL,"Revlon Wonder-Buff, Nail Buffer - 1 ea",unknown,1/1,3.0,969235200,I found the Revlon Nail Buffer very helpful in taking care of my fingernails. My hands are in water quite a bit and my fingernails take a lot of abuse. This product is easy to use and makes taking care of my nails less of a chore. I'd recommend it to family and friends without hesitation.,beauty,tools accessories,nail tools
B000052YIV,Bd Flexible Digital Thermometer,unknown,0/0,5.0,969321600,"This is a quick, easy, and safe way to check temps especially on children. You don't have to worry about glass breaking and you can feel confident that the reading will be accurate.",health personal care,health care,thermometers
B00004TJV6,Buffy the Vampire Slayer The Game [Board Game],unknown,3/33,2.0,969753600,I bought this game in hopes to have fun with it although the game looks great and looks fun to play theres so much stuff to do remember and the instruction booklett is like a novel a very confusing one. I dont not reccomend you buy this product until some drastic changes are made nice idea but not yet ready&gt;,toys games,games,board games
B00004TFLT,Jean Grey - X-Men,unknown,1/1,5.0,970185600,"This figure looks EXACTLY like Famke Jansen. She does great poses, and is very durable. This is a must have for every X-Men Fan. Jean was, and is, one of the original and most popularof the X-Players, and this is an absolutly, must have, figure.",toys games,action toy figures,figures
B0000537SC,ZAPZYT Acne Wash Treatment For Face & Body - 6.25 oz,unknown,0/0,4.0,970185600,I have used ZAPZYT face and body wash for almost a week now and am already seeing results. The only place I get breakouts is on the backs of my arms and this wash has almost made it all disappear. Nothing I've used in the past has been this effective. I would guess another week of use and it will all be gone. It also doesn't dry out my skin like a lot of products do. I love it and will be using it from now on. Where was this stuff when I was a teenager?,beauty,skin care,face
B00000J4A7,Toot and Puddle Game,unknown,5/5,4.0,970617600,"This is a fun game for children who are just begining to learn the rules of game play. It allows for none competative play and later for competative play. The game goes quickly for those with the wiggles. Best for 3 to 5 age group, and made even more interesting if incorporated with the Toots and Puddle books.",toys games,games,board games
B00000J0FW,Sassy Who Loves Baby Photo Book,A32JIQG3B1XX5I,7/7,5.0,970617600,This is so great. My son has loved it since christmas when he first got it. Now at 13 months he STILL loves it. Its great for us because he can see the relatives he dosent get to see much. They will be familiar faces when he sees them again in person. He loves to flip through the pages and slap it against his leg. Iti s totally droolproof too as none of the pictures have gotten ruined yet. This is one of the best toys we own!!,baby products,gifts,albums
B00000IRZ6,Schylling Jack-In-The-Box,unknown,43/46,5.0,971049600,"The metal box is nice, but I found that the Jester is made out of a very thin felt like material..... for the money, I was expecting higher quality.",toys games,novelty gag toys,unknown
B00000IZV9,Fisher-Price Rescue Heroes Quick Response Helicopter,A3W1H537K5GS0D,51/51,5.0,971222400,"I bought this toy for my 4 year old son for Christmas last year. Although it is alot of fun, extreme caution should be adhered to because of the spinning blades. I am disappointed however, because the blades no longer spin due to some problem.",toys games,action toy figures,playsets
B00004YRVM,Harley Davidson Barbie Collectible Ken Doll #2,unknown,13/15,5.0,971308800,Great job on all the Harley Barbie's and Ken's They are a joy to look at. And to collect. When will the next Harley Barbie and Ken be coming out?,toys games,dolls accessories,dolls
B00004TFVQ,Discover Sounds Kitchen,unknown,48/54,1.0,971481600,"I bought the Little Tikes discovery sound kitchen for my 9 month old granddaughter. She liked the different shapes and putting them in the right holes in the frig and pushing the green button to retrieve them. BUT, she pinched her cute little fingers several times in the top of the frig door. Secondly, the kitchen is easily pulled over and in opening the frig door she repeatedly pulled the kitchen over on top of her. Needless to say, I returned the toy the next day.",toys games,baby toddler toys,stacking nesting toys
B0000535QX,"Nivea Visage Eye Make-Up Remover, 2.5 Fluid Ounces",unknown,0/0,3.0,971654400,"I would recommend this product to my friends, because it's very non-irratating and not very greasy. It didn't work as well as I had hoped though, therefore I'm only giving it three stars. I think they could have made it better.",beauty,makeup,makeup remover
B00004UBH1,"Crayola Non-Washable Markers, Broad Point, Classic Colors, 8/Set (58-7708)",A3TB9HNQR54B5V,11/11,5.0,971740800,"These are nice markers. The colors are vivid and the caps are fairly easy for a toddler to remove and replace. When we bought these we read the word &quot;washable&quot; and assumed that it meant that they were washable off of most surfaces. They're not. Washable means that they won't stain clothing. The color is supposed to come off when you throw them in the washer. When you read the fine print on the package it explains that they are not washable off of many hard surfaces such as walls. So you still have to be careful that your young artist only draws on paper, not the bedroom wall.",toys games,arts crafts,drawing painting supplies
B00005306L,"Lady Speed Stick Invisible Dry Antiperspirant & Deodorant Stick, Powder Fresh - 2.3 oz",unknown,2/2,3.0,972864000,"I thought this product worked well, but I wouldn't call it the best deodorant I've ever used. Even though it says it goes on clear I noticed when I took off my shirt the white residuals of deodorant were left behind. As an antiperspirant and deodorant it does the job adequately and the price is very reasonable comparable to other brands.",health personal care,personal care,deodorants antiperspirants
B00004TATT,Tekno the Robotic Puppy,unknown,6/8,4.0,973382400,Our family is in love with this robo-pup. He's one enthusiastic little darling. My neighbors are probably wondering about the new puppy sounds emerging from my no-pets allowed apartment. This little guy is as realistic as a robo-puppy can get. My one year old jumps around with joy the moment I bring out this new addition to our family.,toys games,electronics for kids,electronic pets
B00000IT8V,Fright Light Scooby-Doo Plush with Ghost Spotting Flashlight,unknown,58/60,3.0,973468800,"I bought this for my 5yr old daughter last year for Christmas. It was a big hit with grown-ups and kids alike and she still plays with occasionally, the problem I have with him is that he is light activated and whenever a shadow moves over him he talks, it is enough to drive a grown-up crazy. If you buy this for your child, beware-he will drive you crazy.",toys games,stuffed animals plush,animals figures
B00000IV95,Quiddler,A13YEV0INF38CS,17/18,5.0,973555200,"We've been playing this game for about 18 months now, and it's still as popular as ever with us. We're a family of 5, with the youngest playing since he was six years old - and winning more often than I thought he could! And of course, we've all had our vocabularies expanded without trying, but we haven't let on that this is an educational game. Folks who aren't confident in their vocabulary, don't despair! Two- and three-letter words can win the game as well as much larger words. If you like Perquacky, Scrabble, and that sort, you'll love this much-more-portable word game.",toys games,games,card games
B00004TATT,Tekno the Robotic Puppy,unknown,26/32,4.0,973728000,tekno is a cool toy its just like a real toy but somtimes it leans to the side when it gets done walking I reccomend this toy for animal lovers and people who cant have a dog. Its waaaaaay better than poochi and funer too.,toys games,electronics for kids,electronic pets
B00000IZHK,Moneywise Kids,unknown,51/67,5.0,974073600,"Moneywise Kids was the first item my daughter (8 yrs. old) wanted to play with, once her birthday party was over - that should speak for itself!",toys games,dress up pretend play,pretend play
B00004U9UY,"Crabtree & Evelyn 2792 Gardeners Hand Therapy (100g, 3.5 oz)",AN8H8J1YI8CHO,18/18,5.0,974073600,"A friend recommended this hand lotion to me a little over a year ago and I've never experienced such a difference in the texture and overall feel of my hands until I used Gardener's Hand Therapy. Its not just for gardeners either, my hands tend to get chapped and dry during the winter and i work in an office. this non-greasy lotion, makes your hands feel like silk. It makes a great gift too. With little convincing, my friends all use this lotion now.",beauty,skin care,hands nails
B0000537HV,"St. Ives Swiss Formula, Revitalizing Shampoo, Revitalizing with Aloe Vera & Echin - 20 fl oz",unknown,1/1,4.0,974160000,"I enjoyed this shampoo a lot. It kept my hair full and I loved it. My hair felt soft and clean. The only thing I didn't care for was the smell. It didn't smell """"bad"""" it just wasn't a scent I cared for. It had a musky man smell to it. Overall, I liked this shampoo and would continue to buy it.",beauty,hair care,shampoos
